date,item,sales,prev_sales,dayofweek,weekofyear
2018-11-15,item_3,92,90.0,3,46
2018-11-16,item_3,92,92.0,4,46
2018-11-17,item_3,93,92.0,5,46
2018-11-18,item_3,96,93.0,6,46
2018-11-19,item_3,89,96.0,0,47
2018-11-20,item_3,98,89.0,1,47
2018-11-21,item_3,95,98.0,2,47
2018-11-22,item_3,102,95.0,3,47
2018-11-23,item_3,101,102.0,4,47
2018-11-24,item_3,101,101.0,5,47
2018-11-25,item_3,93,101.0,6,47
2018-11-26,item_3,85,93.0,0,48
2018-11-27,item_3,94,85.0,1,48
2018-11-28,item_3,87,94.0,2,48
2018-11-29,item_3,86,87.0,3,48
2018-11-30,item_3,97,86.0,4,48
2018-12-01,item_3,75,97.0,5,48
2018-12-02,item_3,87,75.0,6,48
2018-12-03,item_3,94,87.0,0,49
2018-12-04,item_3,90,94.0,1,49
2018-12-05,item_3,97,90.0,2,49
2018-12-06,item_3,81,97.0,3,49
2018-12-07,item_3,76,81.0,4,49
2018-12-08,item_3,101,76.0,5,49
2018-12-09,item_3,113,101.0,6,49
2018-12-10,item_3,97,113.0,0,50
2018-12-11,item_3,98,97.0,1,50
2018-12-12,item_3,89,98.0,2,50
2018-12-13,item_3,102,89.0,3,50
2018-12-14,item_3,95,102.0,4,50
2018-12-15,item_3,103,95.0,5,50
2018-12-16,item_3,76,103.0,6,50
2018-12-17,item_3,74,76.0,0,51
2018-12-18,item_3,79,74.0,1,51
2018-12-19,item_3,92,79.0,2,51
2018-12-20,item_3,96,92.0,3,51
2018-12-21,item_3,90,96.0,4,51
2018-12-22,item_3,91,90.0,5,51
2018-12-23,item_3,81,91.0,6,51
2018-12-24,item_3,83,81.0,0,52
2018-12-25,item_3,94,83.0,1,52
2018-12-26,item_3,105,94.0,2,52
2018-12-27,item_3,82,105.0,3,52
2018-12-28,item_3,99,82.0,4,52
2018-12-29,item_3,69,99.0,5,52
2018-12-30,item_3,78,69.0,6,52
2018-12-31,item_3,86,78.0,0,1
2019-01-01,item_3,94,86.0,1,1
2019-01-02,item_3,96,94.0,2,1
2019-01-03,item_3,95,96.0,3,1
2019-01-04,item_3,89,95.0,4,1
2019-01-05,item_3,94,89.0,5,1
2019-01-06,item_3,92,94.0,6,1
2019-01-07,item_3,84,92.0,0,2
2019-01-08,item_3,89,84.0,1,2
2019-01-09,item_3,83,89.0,2,2
2019-01-10,item_3,88,83.0,3,2
2019-01-11,item_3,96,88.0,4,2
2019-01-12,item_3,92,96.0,5,2
2019-01-13,item_3,107,92.0,6,2
2019-01-14,item_3,102,107.0,0,3
2019-01-15,item_3,88,102.0,1,3
2019-01-16,item_3,95,88.0,2,3
2019-01-17,item_3,96,95.0,3,3
2019-01-18,item_3,79,96.0,4,3
2019-01-19,item_3,83,79.0,5,3
2019-01-20,item_3,100,83.0,6,3
2019-01-21,item_3,104,100.0,0,4
2019-01-22,item_3,91,104.0,1,4
2019-01-23,item_3,86,91.0,2,4
2019-01-24,item_3,75,86.0,3,4
2019-01-25,item_3,112,75.0,4,4
2019-01-26,item_3,91,112.0,5,4
2019-01-27,item_3,85,91.0,6,4
2019-01-28,item_3,82,85.0,0,5
2019-01-29,item_3,103,82.0,1,5
2019-01-30,item_3,87,103.0,2,5
2019-01-31,item_3,94,87.0,3,5
2019-02-01,item_3,96,94.0,4,5
2019-02-02,item_3,81,96.0,5,5
2019-02-03,item_3,85,81.0,6,5
2019-02-04,item_3,90,85.0,0,6
2019-02-05,item_3,86,90.0,1,6
2019-02-06,item_3,92,86.0,2,6
2019-02-07,item_3,84,92.0,3,6
2019-02-08,item_3,101,84.0,4,6
2019-02-09,item_3,108,101.0,5,6
2019-02-10,item_3,92,108.0,6,6
2019-02-11,item_3,95,92.0,0,7
2019-02-12,item_3,92,95.0,1,7
2019-02-13,item_3,101,92.0,2,7
2019-02-14,item_3,82,101.0,3,7
2019-02-15,item_3,98,82.0,4,7
2019-02-16,item_3,77,98.0,5,7
2019-02-17,item_3,98,77.0,6,7
2019-02-18,item_3,73,98.0,0,8
2019-02-19,item_3,101,73.0,1,8
2019-02-20,item_3,97,101.0,2,8
2019-02-21,item_3,94,97.0,3,8
2019-02-22,item_3,79,94.0,4,8
2019-02-23,item_3,82,79.0,5,8
2019-02-24,item_3,96,82.0,6,8
2019-02-25,item_3,95,96.0,0,9
2019-02-26,item_3,88,95.0,1,9
2019-02-27,item_3,91,88.0,2,9
2019-02-28,item_3,97,91.0,3,9
2019-03-01,item_3,88,97.0,4,9
2019-03-02,item_3,93,88.0,5,9
2019-03-03,item_3,100,93.0,6,9
2019-03-04,item_3,103,100.0,0,10
2019-03-05,item_3,100,103.0,1,10
2019-03-06,item_3,94,100.0,2,10
2019-03-07,item_3,107,94.0,3,10
2019-03-08,item_3,92,107.0,4,10
2019-03-09,item_3,96,92.0,5,10
2019-03-10,item_3,73,96.0,6,10
2019-03-11,item_3,95,73.0,0,11
2019-03-12,item_3,80,95.0,1,11
2019-03-13,item_3,89,80.0,2,11
2019-03-14,item_3,100,89.0,3,11
2019-03-15,item_3,95,100.0,4,11
2019-03-16,item_3,89,95.0,5,11
2019-03-17,item_3,97,89.0,6,11
2019-03-18,item_3,88,97.0,0,12
2019-03-19,item_3,75,88.0,1,12
2019-03-20,item_3,86,75.0,2,12
2019-03-21,item_3,88,86.0,3,12
2019-03-22,item_3,90,88.0,4,12
2019-03-23,item_3,93,90.0,5,12
2019-03-24,item_3,91,93.0,6,12
2019-03-25,item_3,109,91.0,0,13
2019-03-26,item_3,99,109.0,1,13
2019-03-27,item_3,88,99.0,2,13
2019-03-28,item_3,108,88.0,3,13
2019-03-29,item_3,77,108.0,4,13
2019-03-30,item_3,79,77.0,5,13
2019-03-31,item_3,95,79.0,6,13
2019-04-01,item_3,89,95.0,0,14
2019-04-02,item_3,86,89.0,1,14
2019-04-03,item_3,86,86.0,2,14
2019-04-04,item_3,80,86.0,3,14
2019-04-05,item_3,88,80.0,4,14
2019-04-06,item_3,103,88.0,5,14
2019-04-07,item_3,87,103.0,6,14
2019-04-08,item_3,88,87.0,0,15
2019-04-09,item_3,83,88.0,1,15
2019-04-10,item_3,90,83.0,2,15
2019-04-11,item_3,96,90.0,3,15
2019-04-12,item_3,75,96.0,4,15
2019-04-13,item_3,83,75.0,5,15
2019-04-14,item_3,101,83.0,6,15
2019-04-15,item_3,95,101.0,0,16
2019-04-16,item_3,89,95.0,1,16
2019-04-17,item_3,90,89.0,2,16
2019-04-18,item_3,87,90.0,3,16
2019-04-19,item_3,86,87.0,4,16
2019-04-20,item_3,95,86.0,5,16
2019-04-21,item_3,98,95.0,6,16
2019-04-22,item_3,107,98.0,0,17
2019-04-23,item_3,84,107.0,1,17
2019-04-24,item_3,97,84.0,2,17
2019-04-25,item_3,73,97.0,3,17
2019-04-26,item_3,91,73.0,4,17
2019-04-27,item_3,109,91.0,5,17
2019-04-28,item_3,93,109.0,6,17
2019-04-29,item_3,111,93.0,0,18
2019-04-30,item_3,102,111.0,1,18
2019-05-01,item_3,90,102.0,2,18
2019-05-02,item_3,107,90.0,3,18
2019-05-03,item_3,81,107.0,4,18
2019-05-04,item_3,72,81.0,5,18
2019-05-05,item_3,97,72.0,6,18
2019-05-06,item_3,89,97.0,0,19
2019-05-07,item_3,84,89.0,1,19
2019-05-08,item_3,97,84.0,2,19
2019-05-09,item_3,110,97.0,3,19
2019-05-10,item_3,103,110.0,4,19
2019-05-11,item_3,88,103.0,5,19
2019-05-12,item_3,81,88.0,6,19
2019-05-13,item_3,97,81.0,0,20
2019-05-14,item_3,86,97.0,1,20
2019-05-15,item_3,77,86.0,2,20
2019-05-16,item_3,93,77.0,3,20
2019-05-17,item_3,110,93.0,4,20
2019-05-18,item_3,102,110.0,5,20
2019-05-19,item_3,109,102.0,6,20
2019-05-20,item_3,105,109.0,0,21
2019-05-21,item_3,72,105.0,1,21
2019-05-22,item_3,85,72.0,2,21
2019-05-23,item_3,87,85.0,3,21
2019-05-24,item_3,83,87.0,4,21
2019-05-25,item_3,91,83.0,5,21
2019-05-26,item_3,98,91.0,6,21
2019-05-27,item_3,113,98.0,0,22
2019-05-28,item_3,87,113.0,1,22
2019-05-29,item_3,96,87.0,2,22
2019-05-30,item_3,97,96.0,3,22
2019-05-31,item_3,97,97.0,4,22
2019-06-01,item_3,84,97.0,5,22
2019-06-02,item_3,83,84.0,6,22
2019-06-03,item_3,98,83.0,0,23
2019-06-04,item_3,90,98.0,1,23
2019-06-05,item_3,87,90.0,2,23
2019-06-06,item_3,111,87.0,3,23
2019-06-07,item_3,90,111.0,4,23
2019-06-08,item_3,81,90.0,5,23
2019-06-09,item_3,81,81.0,6,23
2019-06-10,item_3,87,81.0,0,24
2019-06-11,item_3,75,87.0,1,24
2019-06-12,item_3,105,75.0,2,24
2019-06-13,item_3,99,105.0,3,24
2019-06-14,item_3,105,99.0,4,24
2019-06-15,item_3,84,105.0,5,24
2019-06-16,item_3,86,84.0,6,24
2019-06-17,item_3,82,86.0,0,25
2019-06-18,item_3,92,82.0,1,25
2019-06-19,item_3,80,92.0,2,25
2019-06-20,item_3,74,80.0,3,25
2019-06-21,item_3,92,74.0,4,25
2019-06-22,item_3,105,92.0,5,25
2019-06-23,item_3,92,105.0,6,25
2019-06-24,item_3,105,92.0,0,26
2019-06-25,item_3,81,105.0,1,26
2019-06-26,item_3,98,81.0,2,26
2019-06-27,item_3,87,98.0,3,26
2019-06-28,item_3,86,87.0,4,26
2019-06-29,item_3,89,86.0,5,26
2019-06-30,item_3,92,89.0,6,26
2019-07-01,item_3,79,92.0,0,27
2019-07-02,item_3,93,79.0,1,27
2019-07-03,item_3,103,93.0,2,27
2019-07-04,item_3,99,103.0,3,27
2019-07-05,item_3,99,99.0,4,27
2019-07-06,item_3,85,99.0,5,27
2019-07-07,item_3,100,85.0,6,27
2019-07-08,item_3,85,100.0,0,28
2019-07-09,item_3,109,85.0,1,28
2019-07-10,item_3,85,109.0,2,28
2019-07-11,item_3,86,85.0,3,28
2019-07-12,item_3,76,86.0,4,28
2019-07-13,item_3,100,76.0,5,28
2019-07-14,item_3,101,100.0,6,28
2019-07-15,item_3,88,101.0,0,29
2019-07-16,item_3,86,88.0,1,29
2019-07-17,item_3,107,86.0,2,29
2019-07-18,item_3,105,107.0,3,29
2019-07-19,item_3,94,105.0,4,29
2019-07-20,item_3,88,94.0,5,29
2019-07-21,item_3,80,88.0,6,29
2019-07-22,item_3,108,80.0,0,30
2019-07-23,item_3,81,108.0,1,30
2019-07-24,item_3,83,81.0,2,30
2019-07-25,item_3,74,83.0,3,30
2019-07-26,item_3,89,74.0,4,30
2019-07-27,item_3,100,89.0,5,30
2019-07-28,item_3,104,100.0,6,30
2019-07-29,item_3,88,104.0,0,31
2019-07-30,item_3,99,88.0,1,31
2019-07-31,item_3,88,99.0,2,31
2019-08-01,item_3,101,88.0,3,31
2019-08-02,item_3,105,101.0,4,31
2019-08-03,item_3,82,105.0,5,31
2019-08-04,item_3,100,82.0,6,31
2019-08-05,item_3,91,100.0,0,32
2019-08-06,item_3,84,91.0,1,32
2019-08-07,item_3,104,84.0,2,32
2019-08-08,item_3,93,104.0,3,32
2019-08-09,item_3,115,93.0,4,32
2019-08-10,item_3,91,115.0,5,32
2019-08-11,item_3,99,91.0,6,32
2019-08-12,item_3,91,99.0,0,33
2019-08-13,item_3,97,91.0,1,33
2019-08-14,item_3,98,97.0,2,33
2019-08-15,item_3,90,98.0,3,33
2019-08-16,item_3,84,90.0,4,33
2019-08-17,item_3,115,84.0,5,33
2019-08-18,item_3,100,115.0,6,33
2019-08-19,item_3,105,100.0,0,34
2019-08-20,item_3,99,105.0,1,34
2019-08-21,item_3,103,99.0,2,34
2019-08-22,item_3,96,103.0,3,34
2019-08-23,item_3,92,96.0,4,34
2019-08-24,item_3,97,92.0,5,34
2019-08-25,item_3,92,97.0,6,34
2019-08-26,item_3,100,92.0,0,35
2019-08-27,item_3,103,100.0,1,35
2019-08-28,item_3,96,103.0,2,35
2019-08-29,item_3,98,96.0,3,35
2019-08-30,item_3,85,98.0,4,35
2019-08-31,item_3,95,85.0,5,35
2019-09-01,item_3,95,95.0,6,35
2019-09-02,item_3,101,95.0,0,36
2019-09-03,item_3,83,101.0,1,36
2019-09-04,item_3,92,83.0,2,36
2019-09-05,item_3,93,92.0,3,36
2019-09-06,item_3,84,93.0,4,36
2019-09-07,item_3,75,84.0,5,36
2019-09-08,item_3,105,75.0,6,36
2019-09-09,item_3,89,105.0,0,37
2019-09-10,item_3,84,89.0,1,37
2019-09-11,item_3,84,84.0,2,37
2019-09-12,item_3,85,84.0,3,37
2019-09-13,item_3,90,85.0,4,37
2019-09-14,item_3,103,90.0,5,37
2019-09-15,item_3,79,103.0,6,37
2019-09-16,item_3,95,79.0,0,38
2019-09-17,item_3,85,95.0,1,38
2019-09-18,item_3,87,85.0,2,38
2019-09-19,item_3,106,87.0,3,38
2019-09-20,item_3,87,106.0,4,38
2019-09-21,item_3,84,87.0,5,38
2019-09-22,item_3,79,84.0,6,38
2019-09-23,item_3,93,79.0,0,39
2019-09-24,item_3,95,93.0,1,39
2019-09-25,item_3,88,95.0,2,39
2019-09-26,item_3,84,88.0,3,39
2019-09-27,item_3,77,84.0,4,39
2019-09-28,item_3,98,77.0,5,39
2019-09-29,item_3,96,98.0,6,39
2019-09-30,item_3,94,96.0,0,40
2019-10-01,item_3,91,94.0,1,40
2019-10-02,item_3,100,91.0,2,40
2019-10-03,item_3,102,100.0,3,40
2019-10-04,item_3,88,102.0,4,40
2019-10-05,item_3,91,88.0,5,40
2019-10-06,item_3,74,91.0,6,40
2019-10-07,item_3,95,74.0,0,41
2019-10-08,item_3,96,95.0,1,41
2019-10-09,item_3,98,96.0,2,41
2019-10-10,item_3,79,98.0,3,41
2019-10-11,item_3,93,79.0,4,41
2019-10-12,item_3,90,93.0,5,41
2019-10-13,item_3,94,90.0,6,41
2019-10-14,item_3,96,94.0,0,42
2019-10-15,item_3,94,96.0,1,42
2019-10-16,item_3,98,94.0,2,42
2019-10-17,item_3,93,98.0,3,42
2019-10-18,item_3,72,93.0,4,42
2019-10-19,item_3,89,72.0,5,42
2019-10-20,item_3,90,89.0,6,42
2019-10-21,item_3,100,90.0,0,43
2019-10-22,item_3,112,100.0,1,43
2019-10-23,item_3,99,112.0,2,43
2019-10-24,item_3,91,99.0,3,43
2019-10-25,item_3,112,91.0,4,43
2019-10-26,item_3,93,112.0,5,43
2019-10-27,item_3,79,93.0,6,43
2019-10-28,item_3,96,79.0,0,44
2019-10-29,item_3,83,96.0,1,44
2019-10-30,item_3,95,83.0,2,44
2019-10-31,item_3,105,95.0,3,44
2019-11-01,item_3,89,105.0,4,44
2019-11-02,item_3,86,89.0,5,44
2019-11-03,item_3,100,86.0,6,44
2019-11-04,item_3,80,100.0,0,45
2019-11-05,item_3,87,80.0,1,45
2019-11-06,item_3,100,87.0,2,45
2019-11-07,item_3,100,100.0,3,45
2019-11-08,item_3,86,100.0,4,45
2019-11-09,item_3,83,86.0,5,45
2019-11-10,item_3,94,83.0,6,45
2019-11-11,item_3,78,94.0,0,46
2019-11-12,item_3,103,78.0,1,46
2019-11-13,item_3,73,103.0,2,46
2019-11-14,item_3,99,73.0,3,46
2019-11-15,item_3,107,99.0,4,46
2019-11-16,item_3,80,107.0,5,46
2019-11-17,item_3,99,80.0,6,46
2019-11-18,item_3,88,99.0,0,47
2019-11-19,item_3,90,88.0,1,47
2019-11-20,item_3,81,90.0,2,47
2019-11-21,item_3,103,81.0,3,47
2019-11-22,item_3,101,103.0,4,47
2019-11-23,item_3,93,101.0,5,47
2019-11-24,item_3,100,93.0,6,47
2019-11-25,item_3,81,100.0,0,48
2019-11-26,item_3,107,81.0,1,48
2019-11-27,item_3,87,107.0,2,48
2019-11-28,item_3,88,87.0,3,48
2019-11-29,item_3,69,88.0,4,48
2019-11-30,item_3,96,69.0,5,48
2019-12-01,item_3,88,96.0,6,48
2019-12-02,item_3,88,88.0,0,49
2019-12-03,item_3,87,88.0,1,49
2019-12-04,item_3,92,87.0,2,49
2019-12-05,item_3,100,92.0,3,49
2019-12-06,item_3,104,100.0,4,49
2019-12-07,item_3,86,104.0,5,49
2019-12-08,item_3,92,86.0,6,49
2019-12-09,item_3,90,92.0,0,50
2019-12-10,item_3,90,90.0,1,50
2019-12-11,item_3,94,90.0,2,50
2019-12-12,item_3,85,94.0,3,50
2019-12-13,item_3,90,85.0,4,50
2019-12-14,item_3,105,90.0,5,50
2019-12-15,item_3,97,105.0,6,50
2019-12-16,item_3,96,97.0,0,51
2019-12-17,item_3,85,96.0,1,51
2019-12-18,item_3,95,85.0,2,51
2019-12-19,item_3,87,95.0,3,51
2019-12-20,item_3,104,87.0,4,51
2019-12-21,item_3,87,104.0,5,51
2019-12-22,item_3,86,87.0,6,51
2019-12-23,item_3,78,86.0,0,52
2019-12-24,item_3,79,78.0,1,52
2019-12-25,item_3,94,79.0,2,52
2019-12-26,item_3,74,94.0,3,52
2019-12-27,item_3,84,74.0,4,52
2019-12-28,item_3,78,84.0,5,52
2019-12-29,item_3,108,78.0,6,52
2019-12-30,item_3,94,108.0,0,1
2019-12-31,item_3,99,94.0,1,1
2018-01-01,item_4,36,0.0,0,1
2018-01-02,item_4,19,36.0,1,1
2018-01-03,item_4,30,19.0,2,1
2018-01-04,item_4,33,30.0,3,1
2018-01-05,item_4,34,33.0,4,1
2018-01-06,item_4,19,34.0,5,1
2018-01-07,item_4,30,19.0,6,1
2018-01-08,item_4,23,30.0,0,2
2018-01-09,item_4,30,23.0,1,2
2018-01-10,item_4,21,30.0,2,2
2018-01-11,item_4,25,21.0,3,2
2018-01-12,item_4,19,25.0,4,2
2018-01-13,item_4,30,19.0,5,2
2018-01-14,item_4,27,30.0,6,2
2018-01-15,item_4,18,27.0,0,3
2018-01-16,item_4,34,18.0,1,3
2018-01-17,item_4,32,34.0,2,3
2018-01-18,item_4,36,32.0,3,3
2018-01-19,item_4,36,36.0,4,3
2018-01-20,item_4,24,36.0,5,3
2018-01-21,item_4,22,24.0,6,3
2018-01-22,item_4,29,22.0,0,4
2018-01-23,item_4,35,29.0,1,4
2018-01-24,item_4,31,35.0,2,4
2018-01-25,item_4,16,31.0,3,4
2018-01-26,item_4,22,16.0,4,4
2018-01-27,item_4,24,22.0,5,4
2018-01-28,item_4,25,24.0,6,4
2018-01-29,item_4,21,25.0,0,5
2018-01-30,item_4,21,21.0,1,5
2018-01-31,item_4,30,21.0,2,5
2018-02-01,item_4,28,30.0,3,5
2018-02-02,item_4,30,28.0,4,5
2018-02-03,item_4,16,30.0,5,5
2018-02-04,item_4,26,16.0,6,5
2018-02-05,item_4,24,26.0,0,6
2018-02-06,item_4,33,24.0,1,6
2018-02-07,item_4,27,33.0,2,6
2018-02-08,item_4,25,27.0,3,6
2018-02-09,item_4,25,25.0,4,6
2018-02-10,item_4,28,25.0,5,6
2018-02-11,item_4,25,28.0,6,6
2018-02-12,item_4,34,25.0,0,7
2018-02-13,item_4,27,34.0,1,7
2018-02-14,item_4,32,27.0,2,7
2018-02-15,item_4,26,32.0,3,7
2018-02-16,item_4,26,26.0,4,7
2018-02-17,item_4,27,26.0,5,7
2018-02-18,item_4,33,27.0,6,7
2018-02-19,item_4,32,33.0,0,8
2018-02-20,item_4,26,32.0,1,8
2018-02-21,item_4,25,26.0,2,8
2018-02-22,item_4,23,25.0,3,8
2018-02-23,item_4,19,23.0,4,8
2018-02-24,item_4,31,19.0,5,8
2018-02-25,item_4,21,31.0,6,8
2018-02-26,item_4,26,21.0,0,9
2018-02-27,item_4,33,26.0,1,9
2018-02-28,item_4,15,33.0,2,9
2018-03-01,item_4,29,15.0,3,9
2018-03-02,item_4,21,29.0,4,9
2018-03-03,item_4,19,21.0,5,9
2018-03-04,item_4,28,19.0,6,9
2018-03-05,item_4,33,28.0,0,10
2018-03-06,item_4,26,33.0,1,10
2018-03-07,item_4,24,26.0,2,10
2018-03-08,item_4,33,24.0,3,10
2018-03-09,item_4,39,33.0,4,10
2018-03-10,item_4,25,39.0,5,10
2018-03-11,item_4,39,25.0,6,10
2018-03-12,item_4,27,39.0,0,11
2018-03-13,item_4,22,27.0,1,11
2018-03-14,item_4,27,22.0,2,11
2018-03-15,item_4,20,27.0,3,11
2018-03-16,item_4,26,20.0,4,11
2018-03-17,item_4,23,26.0,5,11
2018-03-18,item_4,37,23.0,6,11
2018-03-19,item_4,27,37.0,0,12
2018-03-20,item_4,37,27.0,1,12
2018-03-21,item_4,26,37.0,2,12
2018-03-22,item_4,22,26.0,3,12
2018-03-23,item_4,29,22.0,4,12
2018-03-24,item_4,27,29.0,5,12
2018-03-25,item_4,24,27.0,6,12
2018-03-26,item_4,26,24.0,0,13
2018-03-27,item_4,21,26.0,1,13
2018-03-28,item_4,29,21.0,2,13
2018-03-29,item_4,24,29.0,3,13
2018-03-30,item_4,20,24.0,4,13
2018-03-31,item_4,24,20.0,5,13
2018-04-01,item_4,31,24.0,6,13
2018-04-02,item_4,31,31.0,0,14
2018-04-03,item_4,23,31.0,1,14
2018-04-04,item_4,22,23.0,2,14
2018-04-05,item_4,26,22.0,3,14
2018-04-06,item_4,26,26.0,4,14
2018-04-07,item_4,32,26.0,5,14
2018-04-08,item_4,27,32.0,6,14
2018-04-09,item_4,27,27.0,0,15
2018-04-10,item_4,24,27.0,1,15
2018-04-11,item_4,25,24.0,2,15
2018-04-12,item_4,33,25.0,3,15
2018-04-13,item_4,22,33.0,4,15
2018-04-14,item_4,25,22.0,5,15
2018-04-15,item_4,26,25.0,6,15
2018-04-16,item_4,22,26.0,0,16
2018-04-17,item_4,15,22.0,1,16
2018-04-18,item_4,24,15.0,2,16
2018-04-19,item_4,23,24.0,3,16
2018-04-20,item_4,23,23.0,4,16
2018-04-21,item_4,25,23.0,5,16
2018-04-22,item_4,22,25.0,6,16
2018-04-23,item_4,29,22.0,0,17
2018-04-24,item_4,18,29.0,1,17
2018-04-25,item_4,16,18.0,2,17
2018-04-26,item_4,30,16.0,3,17
2018-04-27,item_4,32,30.0,4,17
2018-04-28,item_4,32,32.0,5,17
2018-04-29,item_4,21,32.0,6,17
2018-04-30,item_4,38,21.0,0,18
2018-05-01,item_4,21,38.0,1,18
2018-05-02,item_4,28,21.0,2,18
2018-05-03,item_4,19,28.0,3,18
2018-05-04,item_4,22,19.0,4,18
2018-05-05,item_4,25,22.0,5,18
2018-05-06,item_4,21,25.0,6,18
2018-05-07,item_4,22,21.0,0,19
2018-05-08,item_4,23,22.0,1,19
2018-05-09,item_4,26,23.0,2,19
2018-05-10,item_4,24,26.0,3,19
2018-05-11,item_4,23,24.0,4,19
2018-05-12,item_4,29,23.0,5,19
2018-05-13,item_4,25,29.0,6,19
2018-05-14,item_4,29,25.0,0,20
2018-05-15,item_4,23,29.0,1,20
2018-05-16,item_4,23,23.0,2,20
2018-05-17,item_4,30,23.0,3,20
2018-05-18,item_4,28,30.0,4,20
2018-05-19,item_4,34,28.0,5,20
2018-05-20,item_4,30,34.0,6,20
2018-05-21,item_4,22,30.0,0,21
2018-05-22,item_4,23,22.0,1,21
2018-05-23,item_4,33,23.0,2,21
2018-05-24,item_4,28,33.0,3,21
2018-05-25,item_4,15,28.0,4,21
2018-05-26,item_4,26,15.0,5,21
2018-05-27,item_4,21,26.0,6,21
2018-05-28,item_4,23,21.0,0,22
2018-05-29,item_4,25,23.0,1,22
2018-05-30,item_4,35,25.0,2,22
2018-05-31,item_4,29,35.0,3,22
2018-06-01,item_4,30,29.0,4,22
2018-06-02,item_4,30,30.0,5,22
2018-06-03,item_4,28,30.0,6,22
2018-06-04,item_4,27,28.0,0,23
2018-06-05,item_4,25,27.0,1,23
2018-06-06,item_4,17,25.0,2,23
2018-06-07,item_4,23,17.0,3,23
2018-06-08,item_4,19,23.0,4,23
2018-06-09,item_4,31,19.0,5,23
2018-06-10,item_4,18,31.0,6,23
2018-06-11,item_4,33,18.0,0,24
2018-06-12,item_4,25,33.0,1,24
2018-06-13,item_4,28,25.0,2,24
2018-06-14,item_4,32,28.0,3,24
2018-06-15,item_4,17,32.0,4,24
2018-06-16,item_4,14,17.0,5,24
2018-06-17,item_4,19,14.0,6,24
2018-06-18,item_4,24,19.0,0,25
2018-06-19,item_4,28,24.0,1,25
2018-06-20,item_4,29,28.0,2,25
2018-06-21,item_4,30,29.0,3,25
2018-06-22,item_4,28,30.0,4,25
2018-06-23,item_4,28,28.0,5,25
2018-06-24,item_4,19,28.0,6,25
2018-06-25,item_4,25,19.0,0,26
2018-06-26,item_4,24,25.0,1,26
2018-06-27,item_4,29,24.0,2,26
2018-06-28,item_4,15,29.0,3,26
2018-06-29,item_4,25,15.0,4,26
2018-06-30,item_4,28,25.0,5,26
2018-07-01,item_4,26,28.0,6,26
2018-07-02,item_4,26,26.0,0,27
2018-07-03,item_4,29,26.0,1,27
2018-07-04,item_4,29,29.0,2,27
2018-07-05,item_4,23,29.0,3,27
2018-07-06,item_4,28,23.0,4,27
2018-07-07,item_4,27,28.0,5,27
2018-07-08,item_4,33,27.0,6,27
2018-07-09,item_4,25,33.0,0,28
2018-07-10,item_4,29,25.0,1,28
2018-07-11,item_4,22,29.0,2,28
2018-07-12,item_4,22,22.0,3,28
2018-07-13,item_4,21,22.0,4,28
2018-07-14,item_4,34,21.0,5,28
2018-07-15,item_4,30,34.0,6,28
2018-07-16,item_4,32,30.0,0,29
2018-07-17,item_4,23,32.0,1,29
2018-07-18,item_4,18,23.0,2,29
2018-07-19,item_4,27,18.0,3,29
2018-07-20,item_4,21,27.0,4,29
2018-07-21,item_4,32,21.0,5,29
2018-07-22,item_4,31,32.0,6,29
2018-07-23,item_4,24,31.0,0,30
2018-07-24,item_4,22,24.0,1,30
2018-07-25,item_4,30,22.0,2,30
2018-07-26,item_4,27,30.0,3,30
2018-07-27,item_4,29,27.0,4,30
2018-07-28,item_4,24,29.0,5,30
2018-07-29,item_4,19,24.0,6,30
2018-07-30,item_4,28,19.0,0,31
2018-07-31,item_4,27,28.0,1,31
2018-08-01,item_4,31,27.0,2,31
2018-08-02,item_4,32,31.0,3,31
2018-08-03,item_4,23,32.0,4,31
2018-08-04,item_4,20,23.0,5,31
2018-08-05,item_4,20,20.0,6,31
2018-08-06,item_4,26,20.0,0,32
2018-08-07,item_4,21,26.0,1,32
2018-08-08,item_4,30,21.0,2,32
2018-08-09,item_4,34,30.0,3,32
2018-08-10,item_4,28,34.0,4,32
2018-08-11,item_4,20,28.0,5,32
2018-08-12,item_4,27,20.0,6,32
2018-08-13,item_4,23,27.0,0,33
2018-08-14,item_4,23,23.0,1,33
2018-08-15,item_4,24,23.0,2,33
2018-08-16,item_4,18,24.0,3,33
2018-08-17,item_4,34,18.0,4,33
2018-08-18,item_4,37,34.0,5,33
2018-08-19,item_4,23,37.0,6,33
2018-08-20,item_4,23,23.0,0,34
2018-08-21,item_4,20,23.0,1,34
2018-08-22,item_4,25,20.0,2,34
2018-08-23,item_4,20,25.0,3,34
2018-08-24,item_4,28,20.0,4,34
2018-08-25,item_4,18,28.0,5,34
2018-08-26,item_4,35,18.0,6,34
2018-08-27,item_4,24,35.0,0,35
2018-08-28,item_4,26,24.0,1,35
2018-08-29,item_4,29,26.0,2,35
2018-08-30,item_4,22,29.0,3,35
2018-08-31,item_4,25,22.0,4,35
2018-09-01,item_4,27,25.0,5,35
2018-09-02,item_4,29,27.0,6,35
2018-09-03,item_4,29,29.0,0,36
2018-09-04,item_4,31,29.0,1,36
2018-09-05,item_4,24,31.0,2,36
2018-09-06,item_4,25,24.0,3,36
2018-09-07,item_4,23,25.0,4,36
2018-09-08,item_4,30,23.0,5,36
2018-09-09,item_4,16,30.0,6,36
2018-09-10,item_4,34,16.0,0,37
